,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
1367,30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Dementieva E.,Kudryavtseva A.,4.0,70.0,6591.0,929.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.25,1.1,6.5,1.14,5.0,1.14,5.4
1368,30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Vesnina E.,Wickmayer Y.,37.0,56.0,1399.0,1070.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,3.75,1.25,3.4,1.3,3.25,1.333,3.25,1.29,3.65,1.27
1369,30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Sugiyama A.,Schnyder P.,38.0,22.0,1376.0,2112.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.67,2.12,1.615,2.2,1.67,2.1,1.66,2.18
1370,30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Bartoli M.,Chan Y.J.,11.0,119.0,3235.0,559.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6.0,1.18,4.65,1.143,5.0,,,1.16,5.0
1371,30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Parra Santonja A.,Tanasugarn T.,206.0,47.0,275.0,1286.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,7.0,1.08,6.25,1.1,5.5,1.125,6.0,1.1,7.0,1.09
1372,30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Johansson M.,South M.,86.0,129.0,783.0,493.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.44,2.6,1.45,2.5,1.5,2.75,1.4,2.4,1.54
1373,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Malek T.,Dokic J.,101.0,76.0,650.0,845.0,3.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,2.2,1.61,2.15,1.65,2.25,1.57,2.25,1.57,2.22,1.63
1374,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Bondarenko K.,Sevastova A.,73.0,126.0,890.0,528.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.6,1.444,2.625,1.44,2.63,1.46,2.64
1375,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Stosur S.,Mattek-Sands B.,19.0,57.0,2212.0,1051.0,6.0,4.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.14,5.0,1.17,4.67,1.167,4.5,1.2,4.0,1.18,4.6
1376,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Li N.,Voskoboeva G.,18.0,89.0,2302.0,764.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.25,1.125,5.5,1.1,6.0,1.1,6.75
1377,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Govortsova O.,Perebiynis T.,82.0,183.0,789.0,316.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.14,5.0,1.2,4.25,1.2,4.333,,,1.17,4.8
1378,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Kirilenko M.,Kvitova P.,59.0,61.0,1008.0,986.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,1.8,1.95,1.833,1.833,1.8,1.91,1.86,1.9
1379,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Jankovic J.,Goerges J.,6.0,93.0,6100.0,716.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.1,6.5,1.09,6.68,1.11,6.0,1.17,4.5,1.12,6.0
1380,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Benesova I.,O'Brien K.,35.0,108.0,1510.0,600.0,6.0,2.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.44,2.63,1.53,2.45
1381,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Wozniacki C.,Date Krumm K.,9.0,142.0,4680.0,459.0,5.0,7.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.02,12.0,1.03,10.5,1.02,11.0,1.03,10.0,1.02,15.0
1382,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Williams V.,Voegele S.,3.0,97.0,7217.0,684.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.03,10.0,1.01,13.0,1.03,12.0
1383,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,De Los Rios R.,Vaidisova N.,100.0,67.0,650.0,956.0,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,4.0,1.22,4.25,1.2,4,1.222,3.75,1.22,3.8,1.25
1384,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Mayr P.,Keothavong A.,80.0,51.0,801.0,1270.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,5.0,1.14,4.25,1.2,4.333,1.2,4.0,1.2,4.5,1.19
1385,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Dushevina V.,Cornet A.,49.0,24.0,1279.0,1960.0,3.0,6.0,6.0,0.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.6,2.3,1.571,2.25,1.5,2.5,1.54,2.42
1386,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Shvedova Y.,Niculescu M.,74.0,62.0,871.0,980.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.53,2.38,1.45,2.7
1387,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Zvonareva V.,Stoop G.,7.0,185.0,5360.0,314.0,7.0,6.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.03,11.0,1.04,9.25,1.04,9.0,1.04,9.0,1.04,11.0
1388,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Safina D.,Dominguez Lino L.,1.0,72.0,9801.0,901.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.01,15.0,1.01,13.5,1.01,13.0,1.02,11.0,1.02,15.0
1389,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Oudin M.,Bammer S.,124.0,26.0,538.0,1775.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,2.1,1.66,2.15,1.65,2.1,1.667,2.25,1.571,2.2,1.64
1390,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Lisicki S.,Chakvetadze A.,41.0,30.0,1346.0,1681.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,2.5,1.5,2.45,1.5,2.375,1.533,2.5,1.5,2.52,1.5
1391,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Garbin T.,Brianti A.,64.0,115.0,979.0,576.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.83,1.83,1.87,1.87,1.8,1.909,1.83,1.83,1.86,1.9
1392,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Errani S.,Dubois S.,39.0,104.0,1374.0,622.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.6,1.5,2.5,1.4,2.75,1.54,2.42
1393,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Medina Garrigues A.,Domachowska M.,20.0,114.0,2200.0,583.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.25,3.75,1.25,3.7,1.286,3.5,1.25,3.5,1.22,4.1
1394,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Pennetta F.,Llagostera Vives N.,15.0,103.0,2860.0,639.0,3.0,6.0,6.0,1.0,6.0,0.0,2.0,1.0,Completed,1.1,6.5,1.15,5.2,1.125,5.5,1.13,5.5,1.17,4.8
1395,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Peng S.,Glatch A.,36.0,105.0,1501.0,615.0,6.0,4.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.66,2.1,1.7,2.1,1.72,2.0,1.57,2.25,1.7,2.1
1396,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Parmentier P.,Amanmuradova A.,78.0,130.0,819.0,488.0,6.0,4.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,2.05,1.75,1.909,1.8,1.91,1.8,1.94,1.82
1397,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Ivanovic A.,Hradecka L.,12.0,58.0,3172.0,1024.0,5.0,7.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,1.06,8.0,1.08,7.0,1.07,7.5,1.1,6.0,1.08,7.5
1398,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Suarez Navarro C.,Kanepi K.,34.0,25.0,1544.0,1860.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.5,1.5,2.45,1.5,2.37,1.53,2.5,1.5,2.32,1.58
1399,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Mauresmo A.,Czink M.,17.0,54.0,2539.0,1152.0,6.0,1.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.22,4.0,1.2,4.25,1.222,4.0,1.22,3.75,1.24,3.9
1400,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Kuznetsova S.,Morigami A.,5.0,715.0,6191.0,30.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.02,12.0,1.02,11.5,1.02,11.0,1.02,11.0,1.02,15.0
1401,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Radwanska A.,Martinez-Sanchez M.J.,14.0,290.0,2981.0,162.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6.0,1.12,5.61,1.14,5.0,1.14,5.0,1.17,4.8
1402,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Baltacha E.,Bondarenko A.,106.0,33.0,607.0,1591.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,3.0,1.36,3.01,1.35,3,1.364,3.25,1.29,3.0,1.37
1403,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Makarova E.,Zahlavova Strycova B.,46.0,84.0,1295.0,787.0,7.0,5.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.25,3.75,1.22,4.0,1.25,3.75,1.2,4.0,1.22,4.1
1404,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,King V.,Koryttseva M.,127.0,87.0,524.0,780.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.66,2.05,1.7,2,1.72,2.25,1.57,2.03,1.75
1405,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Kucova K.,Nakamura A.,149.0,224.0,428.0,246.0,2.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.25,1.57,,,,,,,2.42,1.54
1406,30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Flipkens K.,Szavay A.,110.0,28.0,592.0,1749.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,3.75,1.25,3.46,1.28,3.75,1.25,3.75,1.22,3.6,1.27
1407,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Sugiyama A.,Parra Santonja A.,38.0,206.0,1376.0,275.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.41,2.76,1.4,2.75,1.36,2.88,1.4,2.9
1408,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Cibulkova D.,Radwanska U.,13.0,71.0,3065.0,903.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.8,1.85,1.9,1.83,1.83,1.8,1.91,1.92,1.84
1409,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Hantuchova D.,Zheng J.,32.0,16.0,1639.0,2661.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,2.1,1.66,2.0,1.75,2.1,1.66,2.0,1.73,2.24,1.62
1410,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Petrova N.,Peer S.,10.0,55.0,3520.0,1140.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.2,4.333,1.2,4.0,1.2,4.35
1411,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Dulko G.,Sharapova M.,45.0,60.0,1319.0,990.0,6.0,2.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,5.0,1.14,4.25,1.2,4.333,1.2,3.75,1.22,4.35,1.2
1412,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Vesnina E.,Dushevina V.,37.0,49.0,1399.0,1279.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.8,1.85,1.9,1.833,1.833,1.83,1.83,1.88,1.88
1413,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Razzano V.,Craybas J.,23.0,90.0,2089.0,763.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6.0,1.15,5.2,1.143,5.0,1.14,5.0,1.13,5.75
1414,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Cirstea S.,Mirza S.,27.0,85.0,1756.0,786.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,1.9,1.85,2,1.72,2.1,1.67,2.0,1.77
1415,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Azarenka V.,Olaru I.,8.0,75.0,4746.0,869.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.02,12.0,1.03,10.5,1.03,10.0,1.04,9.0,1.03,12.0
1416,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Williams S.,Groth J.,2.0,69.0,8158.0,951.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.02,12.0,1.02,11.5,1.02,11.0,1.02,11.0,1.04,11.0
1417,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Vinci R.,Pavlyuchenkova A.,53.0,29.0,1154.0,1708.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.37,1.53,2.3,1.6,2.375,1.533,2.25,1.57,2.34,1.57
1418,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Zvonareva V.,Johansson M.,7.0,86.0,5360.0,783.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,1.19,4.45,1.143,5.0,1.17,4.5,1.19,4.5
1419,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Kulikova R.,Kleybanova A.,191.0,31.0,310.0,1665.0,0.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,3.75,1.25,3.46,1.28,3.5,1.286,3.5,1.25,3.7,1.26
1420,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Bartoli M.,Bacsinszky T.,11.0,109.0,3235.0,592.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.07,7.19,1.083,7.0,1.08,6.5,1.09,7.0
1421,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Schiavone F.,Larcherde Brito M.,43.0,91.0,1331.0,735.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.95,1.364,3.0,1.33,3.0,1.41,2.82
1422,30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Dementieva E.,Rezai A.,4.0,50.0,6591.0,1271.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.7,1.2,4.333,1.17,4.5,1.25,3.8
1423,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Suarez Navarro C.,Makarova E.,34.0,46.0,1544.0,1295.0,7.0,5.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,2.37,1.53,2.35,1.55,2.5,1.5,2.38,1.53,2.52,1.5
1424,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Stosur S.,Malek T.,19.0,101.0,2212.0,650.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.11,6.0,1.15,5.2,1.125,5.5,1.14,5.0,1.13,5.7
1425,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Kuznetsova S.,Parmentier P.,5.0,78.0,6191.0,819.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10.0,1.06,7.79,1.063,8.0,1.05,8.0,1.06,9.0
1426,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Radwanska A.,Peng S.,14.0,36.0,2981.0,1501.0,6.0,2.0,6.0,7.0,7.0,6.0,2.0,1.0,Completed,1.1,6.5,1.17,4.67,1.14,5.0,1.14,5.0,1.16,5.0
1427,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Lisicki S.,Mayr P.,41.0,80.0,1346.0,801.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.18,4.45,1.167,4.5,1.17,4.5,1.17,4.8
1428,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Williams V.,Bondarenko K.,3.0,73.0,7217.0,890.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.02,12.0,1.04,9.25,1.03,10.0,1.03,10.0,1.04,11.0
1429,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Li N.,Govortsova O.,18.0,82.0,2302.0,789.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.143,5.0,1.17,4.5,1.2,4.35
1430,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Safina D.,De Los Rios R.,1.0,100.0,9801.0,650.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.02,12.0,1.03,10.5,1.03,10.0,1.04,9.0,1.03,12.0
1431,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Ivanovic A.,Errani S.,12.0,39.0,3172.0,1374.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.16,4.5,1.17,4.5,1.19,4.5
1432,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Flipkens K.,Baltacha E.,110.0,106.0,592.0,607.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,2.37,1.53,2.15,1.65,2.2,1.61,2.1,1.67,2.3,1.6
1433,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Medina Garrigues A.,Garbin T.,20.0,64.0,2200.0,979.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.286,3.5,1.29,3.25,1.3,3.4
1434,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Wozniacki C.,Kirilenko M.,9.0,59.0,4680.0,1008.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.06,8.0,1.1,6.25,1.1,6.5,1.1,7.0,1.1,6.6
1435,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Mauresmo A.,Kucova K.,17.0,149.0,2539.0,428.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.11,6.0,1.13,5.5,1.111,6.0,1.13,5.5,1.12,6.0
1436,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Pennetta F.,King V.,15.0,127.0,2860.0,524.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.143,5.0,1.14,5.0,1.16,5.0
1437,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Oudin M.,Shvedova Y.,124.0,74.0,538.0,871.0,3.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,2.75,1.4,2.53,1.48,2.625,1.444,2.63,1.44,2.76,1.42
1438,30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Jankovic J.,Benesova I.,6.0,35.0,6100.0,1510.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.14,5.0,1.14,5.0,1.15,5.2
1439,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Hantuchova D.,Sugiyama A.,32.0,38.0,1639.0,1376.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.38,2.87,1.4,2.85,1.4,2.75,1.36,2.88,1.43,2.75
1440,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Williams S.,Vinci R.,2.0,53.0,8158.0,1154.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.01,13.0,1.04,9.5,1.02,11.0,1.03,10.0,1.05,9.0
1441,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Dementieva E.,Kulikova R.,4.0,191.0,6591.0,310.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8.0,1.1,6.25,1.1,6.5,1.07,7.0,1.08,7.5
1442,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Razzano V.,Zvonareva V.,23.0,7.0,2089.0,5360.0,,,,,,,,,Walkover,1.57,2.25,1.6,2.3,1.615,2.2,1.62,2.25,1.55,2.38
1443,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Vesnina E.,Cibulkova D.,37.0,13.0,1399.0,3065.0,7.0,5.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.66,2.1,1.66,2.13,1.72,2.0,1.73,2.0,1.7,2.1
1444,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Petrova N.,Dulko G.,10.0,45.0,3520.0,1319.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.3,3.4,1.35,3.1,1.333,3.25,1.36,2.88,1.35,3.1
1445,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Azarenka V.,Cirstea S.,8.0,27.0,4746.0,1756.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6.5,1.1,6.25,1.111,6.0,1.1,6.0,1.09,7.0
1446,30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Schiavone F.,Bartoli M.,43.0,11.0,1331.0,3235.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,2.75,1.4,2.75,1.43
1447,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Oudin M.,Jankovic J.,124.0,6.0,538.0,6100.0,6.0,7.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,9.0,1.05,6.25,1.1,7,1.08,7.5,1.071,7.5,1.08
1448,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Ivanovic A.,Stosur S.,12.0,19.0,3172.0,2212.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.66,2.1,1.7,2.1,1.61,2.2,1.67,2.1,1.65,2.2
1449,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Wozniacki C.,Medina Garrigues A.,9.0,20.0,4680.0,2200.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.25,1.111,6.0,1.1,6.0,1.13,5.7
1450,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Williams V.,Suarez Navarro C.,3.0,34.0,7217.0,1544.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.02,12.0,1.04,9.25,1.04,9.0,1.03,10.0,1.05,9.5
1451,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Mauresmo A.,Pennetta F.,17.0,15.0,2539.0,2860.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.45,1.533,2.375,1.533,2.375,1.52,2.48
1452,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Lisicki S.,Kuznetsova S.,41.0,5.0,1346.0,6191.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,4.33,1.2,4.25,1.2,4.5,1.167,3.75,1.222,3.8,1.25
1453,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Radwanska A.,Li N.,14.0,18.0,2981.0,2302.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,1.8,1.95,1.8,1.9,1.727,2.0,1.8,1.98
1454,30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Safina D.,Flipkens K.,1.0,110.0,9801.0,592.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.0,1.06,8.0,1.1,7.0,1.09,7.0
1455,30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Radwanska A.,Oudin M.,14.0,124.0,2981.0,538.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.7,1.25,3.75,1.25,3.75,1.22,4.1
1456,30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Azarenka V.,Petrova N.,8.0,10.0,4746.0,3520.0,7.0,6.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.33,3.25,1.32,3.22,1.364,3.0,1.36,3.0,1.35,3.1
1457,30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Dementieva E.,Vesnina E.,4.0,37.0,6591.0,1399.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.167,4.5,1.25,3.75,1.24,3.9
1458,30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Williams V.,Ivanovic A.,3.0,12.0,7217.0,3172.0,6.0,1.0,0.0,1.0,,,1.0,0.0,Retired,1.16,4.5,1.2,4.3,1.2,4.33,1.22,4.0,1.22,4.1
